specimen,shannon,inv_simpson,bwpd,phylo_entropy,quadratic,unrooted_pd,rooted_pd
G00021-03,1.9536,1.93449,3.7717,1.30717,0.942926,3.7717,3.8378
G00021-04,1.81591,1.75546,2.52999,0.876827,0.632497,2.52999,2.73473
G00021-08,1.02143,1.01553,0.0944809,0.0327446,0.0236202,0.0944809,1.59171
G00022-05,1.0,1.0,0.0,-0.0,0.0,0.0,1.39288
G00022-13,4.54943,3.08399,2.74587,2.50683,1.11813,10.1448,10.3073
G00022-18,1.0,1.0,0.0,-0.0,0.0,0.0,1.44483
G00022-25,3.37516,2.70683,3.0614,2.27887,1.18129,7.1126,7.31734
G00023-02,1.0,1.0,0.0,-0.0,0.0,0.0,2.40746
G00023-06,1.0,1.0,0.0,-0.0,0.0,0.0,1.66501
G00023-08,1.0,1.0,0.0,-0.0,0.0,0.0,1.42519
G00023-09,1.0,1.0,0.0,-0.0,0.0,0.0,1.65258
G00024-04,1.85829,1.72547,1.78509,0.876956,0.595032,2.67764,2.84018
G00024-09,3.31882,2.75783,2.97151,2.08608,1.10841,6.42631,6.58884
G00024-12,1.87689,1.83209,3.22169,1.11655,0.805423,3.22169,3.38423
G00024-15,1.86117,1.81194,2.8069,0.972797,0.701725,2.8069,2.96943
G00024-21,2.93962,2.59864,3.33494,1.99602,1.13877,5.77522,5.93776
G00025-03,1.0,1.0,0.0,-0.0,0.0,0.0,1.49562
G00025-09,1.0,1.0,0.0,-0.0,0.0,0.0,1.68124
G00025-12,2.32727,2.0018,2.31596,1.34005,0.793926,4.03545,4.24019
G00025-18,1.0,1.0,0.0,-0.0,0.0,0.0,2.16209
G00025-21,1.0,1.0,0.0,-0.0,0.0,0.0,2.66483
G00025-25,1.0,1.0,0.0,-0.0,0.0,0.0,1.51075
G00025-27,1.0,1.0,0.0,-0.0,0.0,0.0,2.7271
G00026-05,1.0,1.0,0.0,-0.0,0.0,0.0,1.99049
G00026-09,1.0,1.0,0.0,-0.0,0.0,0.0,1.97076
G00026-13,1.0,1.0,0.0,-0.0,0.0,0.0,1.5301
G00026-22,1.0,1.0,0.0,-0.0,0.0,0.0,1.71062
G00026-24,3.10782,2.39327,3.08497,2.22794,1.14383,7.40762,7.61236
G00027-09,1.0,1.0,0.0,-0.0,0.0,0.0,1.64923
G00027-16,1.02743,1.01706,0.100763,0.0609524,0.0377862,0.201526,2.36954
G00027-25,1.0,1.0,0.0,-0.0,0.0,0.0,1.25688
G00027-26,1.0,1.0,0.0,-0.0,0.0,0.0,1.34716
G00027-28,3.8824,2.99159,2.29085,1.79873,0.882789,6.03981,6.20234
G00028-06,1.03291,1.02392,0.140133,0.0485663,0.0350332,0.140133,1.56977
G00028-16,2.0,2.0,5.65886,1.96121,1.41471,5.65886,5.65886
G00028-17,1.0,1.0,0.0,-0.0,0.0,0.0,2.17868
G00028-20,1.0,1.0,0.0,-0.0,0.0,0.0,2.02615
G00028-21,1.63736,1.55204,1.90478,0.660146,0.476194,1.90478,2.29119
G00029-03,1.0,1.0,0.0,-0.0,0.0,0.0,1.493
G00029-07,2.72447,2.04363,2.00571,1.52956,0.77933,5.00226,5.38867
G00029-08,1.0,1.0,0.0,-0.0,0.0,0.0,1.48218
G00029-11,1.0,1.0,0.0,-0.0,0.0,0.0,1.64058
G00029-13,2.80038,2.17145,2.96486,2.11501,1.10803,6.60267,7.13378
G00029-14,1.82665,1.71507,3.17805,1.53081,1.05935,4.76708,4.97182
G00029-15,2.57456,2.37585,3.50887,1.91002,1.16962,5.26331,5.46805
G00029-17,1.1734,1.13039,1.10274,0.382181,0.275685,1.10274,2.94144
G00030-10,1.0,1.0,0.0,-0.0,0.0,0.0,2.74964
G00031-03,1.0,1.0,0.0,-0.0,0.0,0.0,1.83269
G00031-13,1.0,1.0,0.0,-0.0,0.0,0.0,1.75545
G00031-17,1.0,1.0,0.0,-0.0,0.0,0.0,1.84866
G00031-18,1.0,1.0,0.0,-0.0,0.0,0.0,2.02611
G00032-08,1.0,1.0,0.0,-0.0,0.0,0.0,1.95745
G00032-09,1.0,1.0,0.0,-0.0,0.0,0.0,2.25129
G00032-10,1.0,1.0,0.0,-0.0,0.0,0.0,1.38916
G00032-23,1.0,1.0,0.0,-0.0,0.0,0.0,1.16766
G00032-24,1.0,1.0,0.0,-0.0,0.0,0.0,1.38302
G00032-25,1.0,1.0,0.0,-0.0,0.0,0.0,2.88359
G00032-26,1.0,1.0,0.0,-0.0,0.0,0.0,1.98297
G00033-01,3.79861,2.65689,2.84342,2.50494,1.17045,8.97429,9.17903
G00033-03,1.85942,1.80971,2.76646,0.958782,0.691615,2.76646,2.929
G00033-04,3.61294,2.98037,2.91943,2.16302,1.11891,6.68778,6.85032
G00033-05,1.85304,1.80164,3.30962,1.14703,0.827404,3.30962,3.51436
G00033-06,2.60029,2.22962,2.18776,1.31634,0.759664,3.88955,4.05209
G00033-07,2.83489,2.43123,3.96524,2.32782,1.31512,7.29004,7.49478
G00033-08,2.36513,2.14774,2.53342,1.36033,0.844473,3.80013,4.00487
G00033-10,1.0,1.0,0.0,-0.0,0.0,0.0,1.52386
G00033-12,2.81672,2.46286,2.60646,1.53976,0.883151,4.45875,4.62128
G00033-14,1.46744,1.38246,2.02032,0.700188,0.505079,2.02032,2.83585
G00034-03,1.0,1.0,0.0,-0.0,0.0,0.0,2.02611
G00034-13,2.0,2.0,2.19536,0.760855,0.548841,2.19536,2.19536
G00034-14,1.58869,1.50132,2.1357,0.740176,0.533924,2.1357,2.66681
G00034-16,1.88209,1.8388,4.26143,1.4769,1.06536,4.26143,4.46617
G00034-20,1.69006,1.60911,2.40854,0.834735,0.602134,2.40854,2.79495
G00035-01,1.0,1.0,0.0,-0.0,0.0,0.0,1.43139
G00035-02,1.0,1.0,0.0,-0.0,0.0,0.0,2.72481
G00035-04,4.03597,3.17128,2.56766,2.04439,1.00321,6.68885,6.85138
G00035-05,2.44801,1.99357,1.97395,1.32887,0.739763,4.31217,4.47471
G00035-06,1.00245,1.00177,0.0140091,0.00485518,0.00350227,0.0140091,1.99109
G00035-14,1.53892,1.45129,1.74727,0.605558,0.436818,1.74727,2.27838
G00035-19,1.0,1.0,0.0,-0.0,0.0,0.0,2.3669
G00035-21,1.0,1.0,0.0,-0.0,0.0,0.0,1.25469
G00035-23,1.8369,1.78138,2.32365,0.805317,0.580914,2.32365,2.48619
G00035-27,1.0,1.0,0.0,-0.0,0.0,0.0,3.61025
G00035-28,4.85176,2.84575,2.89406,2.97333,1.22107,15.0674,15.2721
G00035-29,1.00873,1.0053,0.0292633,0.0160745,0.00975443,0.0438949,1.8781
G00036-09,1.70625,1.62373,2.32268,1.07689,0.774228,3.48403,3.64656
G00036-24,1.0,1.0,0.0,-0.0,0.0,0.0,1.64025
G00037-05,1.0,1.0,0.0,-0.0,0.0,0.0,2.04364
G00037-08,1.82456,1.76608,2.12921,0.737929,0.532304,2.12921,2.29175
G00037-09,1.0,1.0,0.0,-0.0,0.0,0.0,1.35621
G00037-22,2.98364,2.13165,2.16618,1.72502,0.837742,6.07735,6.46377
G00038-22,1.0,1.0,0.0,-0.0,0.0,0.0,1.49276
G00039-04,1.0,1.0,0.0,-0.0,0.0,0.0,2.28562
G00039-05,1.0,1.0,0.0,-0.0,0.0,0.0,2.24981
G00039-09,1.0,1.0,0.0,-0.0,0.0,0.0,1.8499
G00039-14,4.70403,3.12949,2.59884,2.36809,1.04067,9.59361,9.75614
G00039-15,1.0,1.0,0.0,-0.0,0.0,0.0,1.47743
G00039-18,1.0,1.0,0.0,-0.0,0.0,0.0,2.4533
G00039-19,1.0,1.0,0.0,-0.0,0.0,0.0,2.45552
G00040-01,1.0,1.0,0.0,-0.0,0.0,0.0,1.83713
G00041-01,1.88194,1.74774,1.97826,0.974578,0.65942,2.96739,3.12993
G00042-02,1.0,1.0,0.0,-0.0,0.0,0.0,2.49664
G00042-03,6.44679,2.77199,2.23503,2.86613,0.983136,24.7465,24.9091
G00042-04,5.75064,3.73278,2.69478,2.71689,1.13704,11.5939,11.7564
G00042-05,4.84585,3.50242,3.26245,2.88258,1.30507,10.9062,11.0687
G00043-01,2.68164,2.49814,3.91541,2.14677,1.30514,5.87312,6.07786
G00043-02,5.05974,3.70355,2.99864,2.73545,1.23162,10.2489,10.4114
G00044-04,1.0,1.0,0.0,-0.0,0.0,0.0,2.74476
G00044-05,1.0,1.0,0.0,-0.0,0.0,0.0,1.24795
G00045-01,1.0,1.0,0.0,-0.0,0.0,0.0,2.67414
G00046-01,1.0,1.0,0.0,-0.0,0.0,0.0,2.115
G00046-02,1.0,1.0,0.0,-0.0,0.0,0.0,2.40781
G00046-03,2.53182,2.33799,3.80205,2.05719,1.26735,5.70307,5.90781
G00046-04,1.05843,1.04271,0.446335,0.154688,0.111584,0.446335,2.94736
G00046-06,1.0,1.0,0.0,-0.0,0.0,0.0,1.79834
G00046-08,6.96118,3.76438,3.38725,3.67327,1.39019,23.5085,23.671
G00046-09,1.0,1.0,0.0,-0.0,0.0,0.0,2.676
G00047-01,1.0,1.0,0.0,-0.0,0.0,0.0,2.24983
G00048-02,1.0,1.0,0.0,-0.0,0.0,0.0,2.4981
G00048-05,1.0,1.0,0.0,-0.0,0.0,0.0,2.02612
G00049-02,1.0,1.0,0.0,-0.0,0.0,0.0,1.88179
G00050-01,1.9006,1.86299,4.09505,1.41924,1.02376,4.09505,4.25758
G00051-02,3.18889,2.60398,3.44387,2.23432,1.18678,7.12376,7.3285
G00051-03,1.84209,1.67293,2.15886,1.09291,0.71962,3.23829,3.62471
G00051-07,1.0,1.0,0.0,-0.0,0.0,0.0,2.12219
G00052-01,1.0,1.0,0.0,-0.0,0.0,0.0,1.61861
G00052-05,1.84432,1.79066,3.72135,1.28972,0.930338,3.72135,3.96768
G00052-06,1.0,1.0,0.0,-0.0,0.0,0.0,1.52496
G00052-07,1.74906,1.57412,1.89263,0.967052,0.630877,2.83895,3.37006
G00053-04,1.51657,1.42234,1.68885,0.78955,0.562949,2.53327,3.10454
G00053-05,1.85569,1.80499,2.68365,0.930082,0.670912,2.68365,2.84618
G00053-06,1.99396,1.66637,2.54119,1.69282,0.98091,6.3373,6.54204
G00054-01,2.49794,2.28205,2.84252,1.54399,0.947505,4.26377,4.46851
G00054-02,1.8957,1.85655,3.88189,1.34536,0.970472,3.88189,4.04442
G00054-06,1.25667,1.19733,0.910153,0.315435,0.227538,0.910153,1.83572
G00054-12,2.69588,2.27544,3.16575,2.0757,1.17318,6.21973,6.42447
G00055-01,2.27477,2.14402,4.89534,2.51342,1.63178,7.343,7.343
G00055-03,3.89477,2.87727,3.21531,2.5112,1.20505,9.71436,9.87689
G00055-04,1.0,1.0,0.0,-0.0,0.0,0.0,1.30526
G00055-08,1.0,1.0,0.0,-0.0,0.0,0.0,1.3756
G00055-09,1.89233,1.85213,3.74668,1.2985,0.93667,3.74668,3.90921
G00056-02,7.85283,3.68512,3.0532,3.69837,1.30758,34.5921,34.5921
G00056-03,1.0,1.0,0.0,-0.0,0.0,0.0,1.59906
G00056-05,4.30035,3.34715,3.21894,2.66666,1.28194,9.05657,9.2191
G00056-07,1.0,1.0,0.0,-0.0,0.0,0.0,1.72229
G00056-08,1.0,1.0,0.0,-0.0,0.0,0.0,2.90507
G00056-09,1.19328,1.14609,0.843124,0.292205,0.210781,0.843124,2.0752
G00057-01,1.0,1.0,0.0,-0.0,0.0,0.0,3.10041
G00057-05,1.88767,1.84606,4.50094,1.55991,1.12524,4.50094,4.70568
G00057-06,1.0,1.0,0.0,-0.0,0.0,0.0,1.68081
G00057-08,1.0,1.0,0.0,-0.0,0.0,0.0,1.86681
G00057-10,1.0,1.0,0.0,-0.0,0.0,0.0,1.56543
G00058-03,6.55529,4.22887,2.70525,2.82064,1.14539,13.461,13.461
G00058-04,3.61924,2.70339,2.62862,2.00925,0.984257,7.532,7.69453
G00058-06,6.09282,3.86725,2.80447,2.86533,1.17558,13.222,13.2881
G00058-12,1.0,1.0,0.0,-0.0,0.0,0.0,2.603
G00058-14,4.33821,2.73063,2.06846,1.88715,0.815043,8.80028,8.96282
G00058-16,4.32546,3.44417,3.51426,2.82684,1.36979,9.67369,9.83623
G00059-01,1.86009,1.81057,3.50428,1.21449,0.876071,3.50428,3.70903
G00059-05,1.0,1.0,0.0,-0.0,0.0,0.0,1.7274
G00059-12,1.0,1.0,0.0,-0.0,0.0,0.0,1.54325
G00059-13,1.0,1.0,0.0,-0.0,0.0,0.0,1.65508
G00060-05,1.0,1.0,0.0,-0.0,0.0,0.0,1.2698
G00060-06,1.0,1.0,0.0,-0.0,0.0,0.0,2.06917
G00060-09,1.0,1.0,0.0,-0.0,0.0,0.0,3.31257
G00061-01,1.0,1.0,0.0,-0.0,0.0,0.0,3.37588
G00061-02,2.3256,2.13585,4.12013,1.91145,1.20443,5.51529,5.72003
G00061-03,3.28288,2.90268,3.41067,2.24546,1.2382,6.49496,6.6575
G00061-04,6.61946,3.60143,2.99121,3.42392,1.30856,17.4944,17.6569
G00061-05,2.91382,2.57504,3.84315,2.27403,1.30058,6.56145,6.76619
G00061-06,3.05951,2.63217,2.94406,1.95304,1.08298,5.71979,5.88233
G00061-07,3.00563,2.55291,3.22951,2.18192,1.20605,6.41887,6.62361
G00061-08,2.90653,2.49616,3.586,2.30562,1.29522,6.7758,6.98054
G00061-09,2.57986,2.38251,3.56386,1.94023,1.18795,5.34579,5.55053
G00061-10,2.64452,2.31437,3.38761,1.93466,1.1298,5.65082,5.85556
G00061-11,3.60839,2.73152,3.28982,2.55309,1.26117,8.7814,8.98614
G00061-12,2.87771,2.53581,3.2776,1.94829,1.11635,5.6532,5.81573
G00061-13,3.42595,2.44575,2.41617,1.88424,0.904531,7.39284,7.55538
G00062-01,2.22886,2.07132,4.27347,1.87667,1.21105,5.41492,5.61966
G00064-05,1.52261,1.35301,1.09058,0.65789,0.408272,2.1756,2.82775
G00064-08,1.0,1.0,0.0,-0.0,0.0,0.0,1.89205
G00064-10,1.24637,1.14969,0.538537,0.339325,0.200606,1.16123,2.26064
G00064-11,1.70121,1.62148,2.53778,0.879528,0.634446,2.53778,2.9242
G00064-13,1.91268,1.60175,1.85989,1.16912,0.677277,3.85519,4.3863
G00065-08,1.0,1.0,0.0,-0.0,0.0,0.0,1.45692
G00065-09,6.4485,3.55471,3.52738,3.65703,1.41011,30.9754,31.1379
G00065-10,3.23562,2.31089,2.16578,1.77828,0.859087,6.38903,6.55157
G00066-04,4.78789,2.91144,2.53013,2.58592,1.08405,11.162,11.3667
G00066-05,1.85982,1.81022,3.49645,1.21178,0.874114,3.49645,3.7012
G00066-06,1.0,1.0,0.0,-0.0,0.0,0.0,1.7774
G00066-07,2.70975,2.53923,3.53977,1.94037,1.17992,5.30965,5.47219
G00066-08,1.43187,1.34944,4.00059,1.3865,1.00015,4.00059,5.86261
G00066-09,1.84427,1.79059,2.4544,0.85063,0.6136,2.4544,2.61693
G00066-10,6.91316,3.83995,2.92601,3.33577,1.276,17.3447,17.5072
G00066-11,3.73212,3.56239,4.26822,2.9176,1.5935,8.47977,8.47977
G00067-03,1.0,1.0,0.0,-0.0,0.0,0.0,1.52598
G00067-05,1.0,1.0,0.0,-0.0,0.0,0.0,1.95957
G00067-06,1.0,1.0,0.0,-0.0,0.0,0.0,3.13565
G00067-13,1.15284,1.09447,0.687132,0.377434,0.229044,1.0307,3.34075
G00068-08,3.03027,2.64534,3.79636,2.34063,1.31314,6.92335,7.12809
G00069-02,2.94879,2.54125,2.3044,1.45239,0.814564,4.21211,4.37465
G00069-05,1.0,1.0,0.0,-0.0,0.0,0.0,2.79025
G00070-01,1.17834,1.13427,0.706806,0.24496,0.176701,0.706806,1.8461
G00070-02,1.0,1.0,0.0,-0.0,0.0,0.0,2.02611
G00070-04,1.75422,1.68184,4.55288,1.57791,1.13822,4.55288,5.084
G00070-05,1.0,1.0,0.0,-0.0,0.0,0.0,2.35535
G00070-06,1.0,1.0,0.0,-0.0,0.0,0.0,2.22724
G00070-09,1.0,1.0,0.0,-0.0,0.0,0.0,2.74943
G00070-11,1.0,1.0,0.0,-0.0,0.0,0.0,1.57648
G00070-12,1.0,1.0,0.0,-0.0,0.0,0.0,1.5232
G00071-01,2.0,2.0,5.13071,1.77817,1.28268,5.13071,5.13071
G00071-03,1.0,1.0,0.0,-0.0,0.0,0.0,1.70826
G00071-06,1.0,1.0,0.0,-0.0,0.0,0.0,1.52496
G00071-08,1.0,1.0,0.0,-0.0,0.0,0.0,2.76238
G00072-01,3.43034,2.90518,3.63363,2.47455,1.31649,7.67175,7.83429
G00072-02,4.01401,3.02124,3.13805,2.58535,1.24452,8.95347,9.116
G00072-03,1.0,1.0,0.0,-0.0,0.0,0.0,2.25902
G00072-04,2.41297,2.22846,3.47868,1.85287,1.15956,5.21803,5.38056
G00072-05,3.37275,2.62778,2.86126,2.08434,1.06203,7.07423,7.23677
G00072-06,3.54724,2.59473,2.5225,2.03945,0.989951,7.23507,7.3976
G00072-07,2.08455,1.91271,2.23395,1.14628,0.74465,3.35093,3.51346
G00072-08,6.28706,3.98097,3.15777,3.31488,1.35012,15.9664,15.9664
G00072-09,3.00768,2.53831,3.01256,1.97085,1.08467,6.02697,6.1895
G00072-10,1.0,1.0,0.0,-0.0,0.0,0.0,1.72646
G00072-11,1.72035,1.64299,3.82618,1.32605,0.956546,3.82618,4.3573
G00072-12,2.94747,2.1272,2.2367,1.65264,0.810152,6.26504,6.65146
G00072-13,3.14856,2.7317,3.80097,2.51877,1.39214,7.33619,7.54094
G00072-14,1.0,1.0,0.0,-0.0,0.0,0.0,1.42928
G00072-15,1.83178,1.77501,2.82102,0.977691,0.705255,2.82102,3.02576
G00072-16,4.01737,2.8259,3.80054,2.95208,1.37163,12.5564,12.7612
G00072-17,4.06996,3.12809,3.22324,2.58724,1.25399,9.04941,9.21194
G00072-18,5.78039,3.7336,2.54126,2.52371,1.05317,11.3434,11.5059
G00072-19,2.40365,2.06957,3.59049,2.12298,1.25107,6.66212,6.86686
G00072-20,5.53459,4.0097,3.82383,3.60851,1.58301,14.0783,14.2408
G00073-02,1.0,1.0,0.0,-0.0,0.0,0.0,1.56097
G00073-05,1.0,1.0,0.0,-0.0,0.0,0.0,2.81656
G00073-06,1.0,1.0,0.0,-0.0,0.0,0.0,1.8999
G00073-07,1.0,1.0,0.0,-0.0,0.0,0.0,1.65094
G00073-10,1.0,1.0,0.0,-0.0,0.0,0.0,2.65231
G00074-01,1.0,1.0,0.0,-0.0,0.0,0.0,2.06943
G00074-03,1.0,1.0,0.0,-0.0,0.0,0.0,2.02615
G00074-05,1.0,1.0,0.0,-0.0,0.0,0.0,1.66982
G00074-06,1.0,1.0,0.0,-0.0,0.0,0.0,1.21368
G00074-10,1.0,1.0,0.0,-0.0,0.0,0.0,1.72475
G00074-12,1.0,1.0,0.0,-0.0,0.0,0.0,1.26617
G00074-13,1.0,1.0,0.0,-0.0,0.0,0.0,2.96523
G00074-14,1.0,1.0,0.0,-0.0,0.0,0.0,1.60954
G00075-01,1.58316,1.46657,1.97369,1.06227,0.735584,3.91098,4.11573
G00075-06,1.0,1.0,0.0,-0.0,0.0,0.0,2.02836
G00075-07,1.89971,1.86182,4.05475,1.40527,1.01369,4.05475,4.21728
G00076-03,1.0,1.0,0.0,-0.0,0.0,0.0,3.59099
G00076-04,2.1312,1.862,2.59719,1.41504,0.865729,3.89578,4.42689
G00076-06,1.0,1.0,0.0,-0.0,0.0,0.0,1.52458
G00076-07,1.18464,1.09964,0.692285,0.474311,0.253658,1.44001,3.88592
G00076-08,3.91847,3.24456,2.64901,2.04238,1.03456,6.30948,6.47202
G00076-10,1.0,1.0,0.0,-0.0,0.0,0.0,1.70525
G00076-11,2.39154,2.18716,3.10105,1.66052,1.03368,4.65157,4.85632
G00077-01,1.0,1.0,0.0,-0.0,0.0,0.0,1.24981
G00077-03,4.91761,4.00817,3.07641,2.63501,1.24157,9.1966,9.1966
G00077-04,1.86189,1.81285,2.82374,0.978635,0.705936,2.82374,2.98628
G00077-05,2.98383,2.55295,3.0648,1.96526,1.09353,5.89201,6.09676
G00077-06,3.16834,2.64727,3.46862,2.32592,1.25503,7.24513,7.44987
G00077-07,1.52987,1.44239,1.95453,0.67739,0.488633,1.95453,2.57043
G00077-08,3.35605,2.70404,2.42356,1.76169,0.916927,5.59867,5.76121
G00077-09,2.60158,2.39797,2.59391,1.41805,0.864635,3.89086,4.05339
G00077-10,5.90745,3.01797,2.42634,2.78209,1.04731,17.2292,17.3917
G00077-11,2.90619,2.18,2.2726,1.72742,0.876439,5.58935,5.97576
G00078-01,1.0,1.0,0.0,-0.0,0.0,0.0,1.89916
G00078-05,1.0,1.0,0.0,-0.0,0.0,0.0,2.89537
G00078-07,1.0,1.0,0.0,-0.0,0.0,0.0,3.29351
G00078-08,1.29311,1.22763,1.46531,0.507839,0.366328,1.46531,2.70829
G00078-12,1.0,1.0,0.0,-0.0,0.0,0.0,1.36932
G00078-13,3.82862,3.15335,3.06014,2.35511,1.19795,7.32399,7.48652
G00078-15,1.87336,1.82753,3.92948,1.36185,0.982369,3.92948,4.13422
G00078-16,2.11289,1.94113,3.10945,1.5992,1.03648,4.66418,4.86892
G00079-02,1.0,1.0,0.0,-0.0,0.0,0.0,2.24987
G00079-03,6.07827,3.22414,2.65731,2.90795,1.11154,18.5119,18.6744
G00079-04,4.7815,3.86427,3.52309,2.96763,1.40575,10.3841,10.3841
G00079-05,4.8653,3.9264,3.30396,2.84793,1.34161,9.96555,9.96555
G00079-06,1.03579,1.02603,0.152748,0.0529383,0.0381869,0.152748,1.58184
G00079-07,1.0,1.0,0.0,-0.0,0.0,0.0,1.86993
G00080-02,3.59154,2.7064,2.93735,2.33032,1.14914,8.05333,8.25807
G00080-03,1.0,1.0,0.0,-0.0,0.0,0.0,1.66077
G00080-05,1.88809,1.84659,4.51958,1.56637,1.1299,4.51958,4.72433
G00080-06,1.76692,1.6568,1.70713,0.817104,0.569045,2.5607,2.72324
G00080-07,3.24684,2.69223,2.80376,1.94908,1.04027,5.99404,6.15657
G00080-10,2.0109,1.82575,3.11429,1.57506,1.01974,4.961,5.16574
G00081-01,1.89049,1.84972,4.63078,1.6049,1.15769,4.63078,4.83552
G00081-04,1.32178,1.25194,1.16372,0.403316,0.290931,1.16372,2.02756
G00081-07,3.33966,2.94462,3.21384,2.15918,1.18248,6.246,6.40854
G00081-08,3.75005,2.86226,2.73528,2.15969,1.06308,7.3577,7.52024
G00081-09,3.03761,2.22047,2.25961,1.72483,0.853265,5.97385,6.36027
G00081-10,6.40831,3.51805,2.89159,3.28821,1.26698,17.1135,17.2761
G00081-13,1.82473,1.76629,2.13164,0.738771,0.53291,2.13164,2.29418
G00081-14,6.56652,2.88535,2.39935,3.02549,1.05044,25.2376,25.4001
G00081-15,2.88821,2.36435,2.50759,1.70106,0.925479,5.2995,5.46203
G00081-16,5.04916,4.10824,3.09589,2.69445,1.25899,9.45838,9.45838
G00081-17,1.0,1.0,0.0,-0.0,0.0,0.0,1.50658
G00081-18,1.11168,1.06954,0.531303,0.288359,0.177101,0.796955,3.24287
G00081-19,4.09697,3.17273,2.6893,2.13401,1.03627,7.24076,7.40329
G00081-20,3.88071,2.98962,2.88741,2.27326,1.11567,8.02375,8.02375
G00082-05,3.305,2.84867,3.50594,2.32014,1.25952,6.97912,7.14165
G00082-06,2.3277,2.13018,2.53943,1.34797,0.846478,3.80915,3.97168
G00082-07,1.0,1.0,0.0,-0.0,0.0,0.0,2.24996
G00082-08,3.08135,2.65578,3.43772,2.26698,1.25593,6.6097,6.81445
G00082-09,1.85967,1.81003,2.77222,0.960777,0.693054,2.77222,2.93475
G00082-12,2.13512,1.95857,2.41071,1.2454,0.803568,3.61606,3.77859
G00082-13,1.85373,1.8025,2.64174,0.915557,0.660435,2.64174,2.80427
G00082-15,7.48504,4.46056,3.58969,3.93489,1.51658,22.0492,22.0492
G00082-16,1.59888,1.51179,2.22702,0.771826,0.556755,2.22702,2.75813
G00083-01,1.64515,1.57589,2.52208,1.14526,0.840694,3.78312,3.98786
G00083-03,2.62075,2.20059,2.56973,1.60759,0.910318,4.95465,5.11718
G00083-04,2.28448,1.97526,3.10481,1.67127,0.998826,4.8858,5.27221
G00083-05,3.35393,2.41749,2.6199,2.0789,1.00729,7.75324,7.95798
G00083-06,1.0,1.0,0.0,-0.0,0.0,0.0,3.06914
G00083-07,3.1131,2.4998,3.48363,2.52292,1.3329,7.95219,8.15693
G00083-08,1.0,1.0,0.0,-0.0,0.0,0.0,2.36153
G00083-09,1.67319,1.51489,1.62895,0.822311,0.542985,2.44343,2.97454
G00083-10,1.0,1.0,0.0,-0.0,0.0,0.0,2.7971
G00083-11,1.69348,1.61289,2.44716,0.848121,0.61179,2.44716,2.83357
G00083-15,3.90186,2.84468,2.64768,2.22529,1.05991,7.98127,8.14381
G00084-10,1.0,1.0,0.0,-0.0,0.0,0.0,2.04059
G00084-17,1.44237,1.35911,1.82783,0.633476,0.456957,1.82783,2.64336
G00084-18,4.71602,3.20081,3.16484,2.96121,1.31277,11.6925,11.855
G00084-19,1.0,1.0,0.0,-0.0,0.0,0.0,1.80208
G00084-20,1.0,1.0,0.0,-0.0,0.0,0.0,1.80189
G00085-01,1.60688,1.52006,2.30208,0.797839,0.575519,2.30208,2.83319
G00085-02,1.88266,1.83954,4.28504,1.48508,1.07126,4.28504,4.48978
G00085-10,1.0,1.0,0.0,-0.0,0.0,0.0,1.95769
G00085-11,1.0,1.0,0.0,-0.0,0.0,0.0,2.72906
G00085-12,4.21094,3.81715,3.99296,3.01052,1.54542,9.33538,9.33538
G00085-13,1.70297,1.62344,2.55907,0.886907,0.639768,2.55907,2.94549
G00085-14,1.49705,1.38096,1.1572,0.564197,0.385734,1.7358,2.30707
G00085-15,2.12351,1.86187,1.97485,1.07092,0.658283,2.96228,3.34869
G00085-16,3.10844,2.5225,3.44261,2.18437,1.1625,7.49616,7.70091
G00085-17,1.0,1.0,0.0,-0.0,0.0,0.0,1.79227
G00086-05,2.46909,2.16194,3.23813,1.79594,1.06791,5.30518,5.50992
G00086-06,1.0164,1.01187,0.0630526,0.0218524,0.0157631,0.0630526,1.37486
G00086-08,1.0,1.0,0.0,-0.0,0.0,0.0,1.91598
G00086-10,1.8558,1.80512,2.686,0.930897,0.6715,2.686,2.84853
G00087-01,1.0,1.0,0.0,-0.0,0.0,0.0,1.52499
G00087-05,1.0,1.0,0.0,-0.0,0.0,0.0,3.82294
G00087-08,3.32979,2.72685,3.93951,2.78398,1.46564,8.8998,9.10454
G00087-11,1.0,1.0,0.0,-0.0,0.0,0.0,1.57648
G00087-13,1.0,1.0,0.0,-0.0,0.0,0.0,1.49419
G00088-02,1.0,1.0,0.0,-0.0,0.0,0.0,1.31231
G00088-03,1.0,1.0,0.0,-0.0,0.0,0.0,1.75311
G00088-06,1.0,1.0,0.0,-0.0,0.0,0.0,1.60304
G00088-08,1.0,1.0,0.0,-0.0,0.0,0.0,1.20826
G00088-09,4.16526,2.94206,2.53497,2.229,1.03125,8.31413,8.47666
G00088-10,3.00386,2.63371,2.75361,1.69312,0.954864,4.8853,5.04784
G00088-13,1.0,1.0,0.0,-0.0,0.0,0.0,1.61152
G00088-14,1.8568,1.80639,2.70779,0.938447,0.676947,2.70779,2.87032
G00088-21,1.24813,1.19031,1.03364,0.358232,0.25841,1.03364,2.13304
G00089-01,1.96589,1.71195,2.91223,1.53533,0.944596,4.64453,5.17564
G00089-02,1.0229,1.01512,0.122365,0.0619966,0.0407884,0.183548,2.84198
G00089-03,1.0,1.0,0.0,-0.0,0.0,0.0,1.70528
G00089-04,1.88041,1.83662,4.19378,1.45346,1.04845,4.19378,4.39853
G00089-06,4.35236,3.32856,3.65979,2.99918,1.4266,10.6631,10.8679
